DESTINATION,IATA_CODE,AIRLINE,AIRCRAFT,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES,WEATHER,TEMP,DEST_CODE,AIRLINE_CODE,AIRCRAFT_CODE
Fuerteventura,FUE,Edelweiss Air,A320,2025-04-29 13:55:00,14:00,2025-04-29 14:00:00,5,1,21.7,62,34,3
Seoul,ICN,Swiss,A343,2025-04-29 13:15:00,13:47,2025-04-29 13:47:00,32,1,21.7,149,88,7
San Francisco,SFO,Swiss,B77W,2025-04-29 13:10:00,13:36,2025-04-29 13:36:00,26,1,21.7,145,88,20
New York,JFK,Swiss,A333,2025-04-29 13:10:00,13:30,2025-04-29 13:30:00,20,1,21.7,115,88,6
Malaga,AGP,Swiss,A20N,2025-04-29 13:05:00,13:29,2025-04-29 13:29:00,24,1,21.7,98,88,0
Miami,MIA,Swiss,B77W,2025-04-29 13:05:00,13:26,2025-04-29 13:26:00,21,1,21.7,107,88,20
Los Angeles,LAX,Swiss,B77W,2025-04-29 13:05:00,13:44,2025-04-29 13:44:00,39,1,21.7,93,88,20
Munich,MUC,Helvetic Airways,E295,2025-04-29 13:15:00,13:35,2025-04-29 13:35:00,20,1,21.7,111,57,44
Izmir,ADB,SunExpress,B738,2025-04-29 14:55:00,15:14,2025-04-29 15:14:00,19,1,22.2,77,87,14
London,LCY,British Airways,E190,2025-04-29 14:55:00,14:58,2025-04-29 14:58:00,3,1,22.2,92,22,41
Larnaca,LCA,Edelweiss Air,A320,2025-04-29 14:40:00,14:52,2025-04-29 14:52:00,12,1,22.2,88,34,3
Amsterdam,AMS,KLM,E190,2025-04-29 14:20:00,14:39,2025-04-29 14:39:00,19,1,22.2,5,65,41
Oslo,OSL,SAS,A20N,2025-04-29 14:00:00,14:17,2025-04-29 14:17:00,17,1,22.2,122,80,0
Reykjavik,KEF,Icelandair,B38M,2025-04-29 14:00:00,14:15,2025-04-29 14:15:00,15,1,22.2,138,61,11
Frankfurt,FRA,Lufthansa,A20N,2025-04-29 14:40:00,15:00,2025-04-29 15:00:00,20,1,22.2,61,69,0
Hamburg,HAM,Eurowings,A319,2025-04-29 15:55:00,16:11,2025-04-29 16:11:00,16,1,23.5,69,45,2
Dusseldorf,DUS,Eurowings,A319,2025-04-29 15:40:00,15:50,2025-04-29 15:50:00,10,1,23.5,55,45,2
Palma de Mallorca,PMI,Swiss,A321,2025-04-29 15:35:00,15:47,2025-04-29 15:47:00,12,1,23.5,125,88,4
London,LHR,Swiss,A20N,2025-04-29 15:35:00,15:59,2025-04-29 15:59:00,24,1,23.5,92,88,0
Amsterdam,AMS,NetJets Europe,C68A,2025-04-29 15:30:00,15:38,2025-04-29 15:38:00,8,1,23.5,5,73,32
Phuket,HKT,Edelweiss Air,A343,2025-04-29 15:25:00,16:08,2025-04-29 16:08:00,43,1,23.5,128,34,7
Lisbon,LIS,Swiss,A321,2025-04-29 15:25:00,15:43,2025-04-29 15:43:00,18,1,23.5,90,88,4
Vienna,VIE,Air Baltic,BCS3,2025-04-29 15:05:00,15:20,2025-04-29 15:20:00,15,1,23.5,175,5,24
Belgrade,BEG,Bulgaria Air,E190,2025-04-29 15:10:00,15:29,2025-04-29 15:29:00,19,1,23.5,16,24,41
Lugano,LUG,Jetfly Aviation,PC24,2025-04-29 15:00:00,15:05,2025-04-29 15:05:00,5,1,23.5,94,63,54
Sylt,GWT,NetJets Europe,E55P,2025-04-29 15:00:00,14:57,2025-04-29 14:57:00,-3,1,23.5,159,73,48
Paris,LBG,Flexjet,E550,2025-04-29 15:00:00,15:18,2025-04-29 15:18:00,18,1,23.5,126,48,47
Milan,LIN,Aliserio,H25B,2025-04-29 15:00:00,16:01,2025-04-29 16:01:00,61,1,23.5,108,16,52
Istanbul,IST,Turkish Airlines,A321,2025-04-29 15:00:00,15:22,2025-04-29 15:22:00,22,1,23.5,76,93,4
Dubai,DXB,Emirates,A388,2025-04-29 15:25:00,16:03,2025-04-29 16:03:00,38,1,23.5,52,38,10
Geneva,GVA,Swiss,BCS3,2025-04-29 16:55:00,17:22,2025-04-29 17:22:00,27,2,24.0,65,88,24
Munich,MUC,Swiss,A320,2025-04-29 16:55:00,17:34,2025-04-29 17:34:00,39,2,24.0,111,88,3
Palma de Mallorca,PMI,Edelweiss Air,A320,2025-04-29 16:50:00,17:12,2025-04-29 17:12:00,22,2,24.0,125,34,3
Amsterdam,AMS,Helvetic Airways,E195,2025-04-29 16:50:00,17:04,2025-04-29 17:04:00,14,2,24.0,5,57,42
Copenhagen,CPH,Helvetic Airways,E290,2025-04-29 16:45:00,16:59,2025-04-29 16:59:00,14,2,24.0,45,57,43
Doha,DOH,Qatar Airways,A359,2025-04-29 16:40:00,16:49,2025-04-29 16:49:00,9,2,24.0,50,77,8
Faro,FAO,Edelweiss Air,A320,2025-04-29 16:35:00,16:55,2025-04-29 16:55:00,20,2,24.0,59,34,3
Tunis,TUN,Tunisair,A20N,2025-04-29 16:35:00,16:46,2025-04-29 16:46:00,11,2,24.0,172,92,0
Dublin,DUB,Helvetic Airways,E190,2025-04-29 16:30:00,16:52,2025-04-29 16:52:00,22,2,24.0,53,57,41
Berlin,BER,Swiss,BCS1,2025-04-29 16:30:00,16:37,2025-04-29 16:37:00,7,2,24.0,18,88,23
Madrid,MAD,Swiss,A321,2025-04-29 16:25:00,16:56,2025-04-29 16:56:00,31,2,24.0,97,88,4
Venice,TSF,Italfly,C680,2025-04-29 16:15:00,16:35,2025-04-29 16:35:00,20,2,24.0,174,62,31
Heraklion,HER,Edelweiss Air,A320,2025-04-29 16:10:00,16:26,2025-04-29 16:26:00,16,2,24.0,72,34,3
Corfu,CFU,Edelweiss Air,A320,2025-04-29 16:05:00,16:20,2025-04-29 16:20:00,15,2,24.0,46,34,3
Madrid,MAD,Elangeni,F2TH,2025-04-29 16:00:00,16:25,2025-04-29 16:25:00,25,2,24.0,97,37,49
Istanbul,SAW,Pegasus,A21N,2025-04-29 16:00:00,16:21,2025-04-29 16:21:00,21,2,24.0,76,76,1
London,LCY,Helvetic Airways,E190,2025-04-29 16:35:00,16:58,2025-04-29 16:58:00,23,2,24.0,92,57,41
Ibiza,IBZ,Edelweiss Air,A359,2025-04-29 16:55:00,17:15,2025-04-29 17:15:00,20,2,24.0,75,34,8
Pristina,PRN,Edelweiss Air,A320,2025-04-29 17:55:00,18:15,2025-04-29 18:15:00,20,2,24.1,134,34,3
Hamburg,HAM,Swiss,BCS3,2025-04-29 17:00:00,17:13,2025-04-29 17:13:00,13,2,24.1,69,88,24
Boston,BOS,Swiss,A333,2025-04-29 17:35:00,18:18,2025-04-29 18:18:00,43,2,24.1,27,88,6
Amsterdam,AMS,Helvetic Airways,E295,2025-04-29 17:35:00,17:44,2025-04-29 17:44:00,9,2,24.1,5,57,44
Hannover,HAJ,Air Baltic,BCS3,2025-04-29 17:35:00,17:53,2025-04-29 17:53:00,18,2,24.1,70,5,24
Malta,MLA,KM Malta Airlines,A20N,2025-04-29 17:40:00,18:08,2025-04-29 18:08:00,28,2,24.1,100,66,0
Hamburg,HAM,Swiss,BCS1,2025-04-29 17:40:00,17:51,2025-04-29 17:51:00,11,2,24.1,69,88,23
Budapest,BUD,Swiss,A320,2025-04-29 17:40:00,17:56,2025-04-29 17:56:00,16,2,24.1,34,88,3
Catania,CTA,Edelweiss Air,A320,2025-04-29 17:40:00,17:59,2025-04-29 17:59:00,19,2,24.1,40,34,3
Bordeaux,BOD,Helvetic Airways,E295,2025-04-29 17:45:00,18:27,2025-04-29 18:27:00,42,2,24.1,26,57,44
Milan,MXP,Swiss,A320,2025-04-29 17:45:00,18:07,2025-04-29 18:07:00,22,2,24.1,108,88,3
Bangkok,BKK,Swiss,B77W,2025-04-29 17:50:00,18:20,2025-04-29 18:20:00,30,2,24.1,12,88,20
Vienna,VIE,Swiss,A320,2025-04-29 17:50:00,18:32,2025-04-29 18:32:00,42,2,24.1,175,88,3
Brussels,BRU,Helvetic Airways,E195,2025-04-29 17:55:00,18:45,2025-04-29 18:45:00,50,2,24.1,32,57,42
Dusseldorf,DUS,Swiss,BCS1,2025-04-29 17:55:00,18:11,2025-04-29 18:11:00,16,2,24.1,55,88,23
Geneva,GVA,Swiss,A20N,2025-04-29 17:55:00,18:37,2025-04-29 18:37:00,42,2,24.1,65,88,0
Manchester,MAN,Air Baltic,BCS3,2025-04-29 17:00:00,17:26,2025-04-29 17:26:00,26,2,24.1,101,5,24
Amsterdam,AMS,KLM,B738,2025-04-29 17:35:00,18:14,2025-04-29 18:14:00,39,2,24.1,5,65,14
Venice,VCE,Swiss,A320,2025-04-29 17:30:00,17:49,2025-04-29 17:49:00,19,2,24.1,174,88,3
Rome,FCO,Swiss,A320,2025-04-29 17:45:00,18:30,2025-04-29 18:30:00,45,2,24.1,142,88,3
Paris,CDG,Swiss,A21N,2025-04-29 17:30:00,17:54,2025-04-29 17:54:00,24,2,24.1,126,88,1
Berlin,BER,Swiss,BCS3,2025-04-29 17:30:00,17:43,2025-04-29 17:43:00,13,2,24.1,18,88,24
Warsaw,WAW,Air Baltic,BCS3,2025-04-29 17:00:00,17:40,2025-04-29 17:40:00,40,2,24.1,177,5,24
Alicante,ALC,Edelweiss Air,A320,2025-04-29 17:00:00,17:48,2025-04-29 17:48:00,48,2,24.1,3,34,3
London,LHR,Swiss,A20N,2025-04-29 17:05:00,17:19,2025-04-29 17:19:00,14,2,24.1,92,88,0
Dusseldorf,DUS,Helvetic Airways,E190,2025-04-29 17:05:00,17:17,2025-04-29 17:17:00,12,2,24.1,55,57,41
Nice,NCE,Swiss,A20N,2025-04-29 17:10:00,17:28,2025-04-29 17:28:00,18,2,24.1,116,88,0
Dubrovnik,DBV,Helvetic Airways,E195,2025-04-29 17:10:00,17:29,2025-04-29 17:29:00,19,2,24.1,54,57,42
Krakow,KRK,Helvetic Airways,E295,2025-04-29 17:15:00,17:32,2025-04-29 17:32:00,17,2,24.1,84,57,44
Prague,PRG,Swiss,BCS3,2025-04-29 17:05:00,17:20,2025-04-29 17:20:00,15,2,24.1,133,88,24
New York,EWR,Swiss,A333,2025-04-29 17:20:00,18:02,2025-04-29 18:02:00,42,2,24.1,115,88,6
Birmingham,BHX,Helvetic Airways,E190,2025-04-29 17:20:00,17:31,2025-04-29 17:31:00,11,2,24.1,21,57,41
Bologna,BLQ,Swiss,A320,2025-04-29 17:20:00,17:36,2025-04-29 17:36:00,16,2,24.1,24,88,3
Barcelona,BCN,Swiss,A21N,2025-04-29 17:20:00,18:05,2025-04-29 18:05:00,45,2,24.1,13,88,1
Luxembourg,LUX,Helvetic Airways,E290,2025-04-29 17:25:00,17:42,2025-04-29 17:42:00,17,2,24.1,95,57,43
Belgrade,BEG,Swiss,BCS3,2025-04-29 17:25:00,17:46,2025-04-29 17:46:00,21,2,24.1,16,88,24
Florence,FLR,Helvetic Airways,E295,2025-04-29 17:15:00,17:24,2025-04-29 17:24:00,9,2,24.1,60,57,44
Ljubljana,LJU,Air Baltic,BCS3,2025-04-29 17:25:00,18:23,2025-04-29 18:23:00,58,2,24.1,91,5,24
Antalya,AYT,SunExpress,B738,2025-04-29 18:30:00,18:41,2025-04-29 18:41:00,11,2,23.6,6,87,14
Hurghada,HRG,Air Cairo,A20N,2025-04-29 18:40:00,18:59,2025-04-29 18:59:00,19,2,23.6,74,6,0
Istanbul,IST,Turkish Airlines,A333,2025-04-29 18:40:00,18:56,2025-04-29 18:56:00,16,2,23.6,76,93,6
Frankfurt,FRA,Swiss,A320,2025-04-29 18:55:00,19:01,2025-04-29 19:01:00,6,2,23.6,61,88,3
Faro,FAO,easyJet,A319,2025-04-29 18:50:00,19:48,2025-04-29 19:48:00,58,2,23.6,59,98,2
Madrid,MAD,Air Europa,B738,2025-04-29 18:30:00,19:06,2025-04-29 19:06:00,36,2,23.6,97,9,14
London,LHR,British Airways,A20N,2025-04-29 18:55:00,19:13,2025-04-29 19:13:00,18,2,23.6,92,22,0
Vienna,VIE,Austrian Airlines,E195,2025-04-29 18:45:00,18:52,2025-04-29 18:52:00,7,2,23.6,175,19,42
London,LHR,Swiss,BCS3,2025-04-29 18:30:00,18:35,2025-04-29 18:35:00,5,2,23.6,92,88,24
Frankfurt,FRA,Lufthansa,A319,2025-04-29 18:05:00,18:29,2025-04-29 18:29:00,24,2,23.6,61,69,2
Berlin,BER,Helvetic Airways,E290,2025-04-29 18:20:00,18:39,2025-04-29 18:39:00,19,2,23.6,18,57,43
London,LGW,easyJet,A320,2025-04-29 18:10:00,20:29,2025-04-29 20:29:00,139,2,23.6,92,98,3
Lisbon,LIS,TAP Air Portugal,A21N,2025-04-29 18:05:00,19:42,2025-04-29 19:42:00,97,2,23.6,90,90,1
London,LCY,Helvetic Airways,E290,2025-04-29 18:05:00,18:22,2025-04-29 18:22:00,17,2,23.6,92,57,43
Ohrid,OHD,Chair Airlines,A319,2025-04-29 18:00:00,18:12,2025-04-29 18:12:00,12,2,23.6,120,26,2
Pristina,PRN,Chair Airlines,A320,2025-04-29 18:00:00,18:09,2025-04-29 18:09:00,9,2,23.6,134,26,3
Frankfurt,FRA,Condor,A320,2025-04-29 18:00:00,18:17,2025-04-29 18:17:00,17,2,23.6,61,29,3
Bilbao,BIO,Swiss,BCS1,2025-04-29 18:20:00,18:54,2025-04-29 18:54:00,34,2,23.6,20,88,23
Mauritius,MRU,Edelweiss Air,A343,2025-04-29 19:25:00,19:44,2025-04-29 19:44:00,19,2,23.0,106,34,7
Warsaw,WAW,LOT,B38M,2025-04-29 19:55:00,20:01,2025-04-29 20:01:00,6,2,23.0,177,68,11
Porto,OPO,TAP Air Portugal,A320,2025-04-29 19:50:00,20:40,2025-04-29 20:40:00,50,2,23.0,132,90,3
Madrid,MAD,Iberia,A20N,2025-04-29 19:45:00,20:19,2025-04-29 20:19:00,34,2,23.0,97,59,0
Seoul,ICN,Korean Air,B789,2025-04-29 19:30:00,20:07,2025-04-29 20:07:00,37,2,23.0,149,67,22
Paris,CDG,Air France,BCS3,2025-04-29 19:30:00,19:35,2025-04-29 19:35:00,5,2,23.0,126,10,24
Stuttgart,STR,Swiss,A320,2025-04-29 19:25:00,19:51,2025-04-29 19:51:00,26,2,23.0,158,88,3
Milan,LIN,Smartwings,C700,2025-04-29 19:40:00,20:04,2025-04-29 20:04:00,24,2,23.0,108,85,33
Munich,MUC,Air Baltic,BCS3,2025-04-29 19:15:00,19:25,2025-04-29 19:25:00,10,2,23.0,111,5,24
Dusseldorf,DUS,Eurowings,A320,2025-04-29 19:15:00,19:30,2025-04-29 19:30:00,15,2,23.0,55,45,3
Riga,RIX,Air Baltic,BCS3,2025-04-29 19:15:00,19:46,2025-04-29 19:46:00,31,2,23.0,140,5,24
Amsterdam,AMS,KLM,B737,2025-04-29 19:25:00,19:41,2025-04-29 19:41:00,16,2,23.0,5,65,13
London,LCY,British Airways,E190,2025-04-29 19:15:00,19:33,2025-04-29 19:33:00,18,2,23.0,92,22,41
Rome,FCO,ITA Airways,A319,2025-04-29 19:10:00,19:15,2025-04-29 19:15:00,5,2,23.0,142,58,2
Athens,ATH,Aegean Airlines,A20N,2025-04-29 19:00:00,19:26,2025-04-29 19:26:00,26,2,23.0,8,2,0
London,LHR,Swiss,BCS1,2025-04-29 20:55:00,21:03,2025-04-29 21:03:00,8,2,21.7,92,88,23
Vienna,VIE,Austrian Airlines,A320,2025-04-29 20:50:00,21:00,2025-04-29 21:00:00,10,2,21.7,175,19,3
London,LHR,British Airways,A320,2025-04-29 20:45:00,20:48,2025-04-29 20:48:00,3,2,21.7,92,22,3
Amsterdam,AMS,Swiss,BCS3,2025-04-29 20:40:00,20:46,2025-04-29 20:46:00,6,2,21.7,5,88,24
Belgrade,BEG,GetJet Airlines,A320,2025-04-29 20:40:00,21:02,2025-04-29 21:02:00,22,2,21.7,16,53,3
Hamburg,HAM,Eurowings,A319,2025-04-29 20:35:00,20:38,2025-04-29 20:38:00,3,2,21.7,69,45,2
Cologne,CGN,Eurowings,A320,2025-04-29 20:30:00,20:36,2025-04-29 20:36:00,6,2,21.7,43,45,3
Copenhagen,CPH,SAS,A20N,2025-04-29 20:25:00,20:31,2025-04-29 20:31:00,6,2,21.7,45,80,0
Berlin,BER,Eurowings,A320,2025-04-29 20:15:00,20:26,2025-04-29 20:26:00,11,2,21.7,18,45,3
Zagreb,ZAG,Croatia Airlines,DH8D,2025-04-29 20:05:00,19:57,2025-04-29 19:57:00,-8,2,21.7,181,31,39
Frankfurt,FRA,Lufthansa,A320,2025-04-29 20:00:00,20:05,2025-04-29 20:05:00,5,2,21.7,61,69,3
Pristina,PRN,GP Aviation,B734,2025-04-29 20:30:00,20:35,2025-04-29 20:35:00,5,2,21.7,134,52,12
Palermo,PMO,Swiss,A320,2025-04-29 21:30:00,21:35,2025-04-29 21:35:00,5,2,20.1,124,88,3
Rome,FCO,easyJet,A319,2025-04-29 21:55:00,22:17,2025-04-29 22:17:00,22,2,20.1,142,98,2
Barcelona,BCN,Swiss,A20N,2025-04-29 21:50:00,22:19,2025-04-29 22:19:00,29,2,20.1,13,88,0
Paris,CDG,Air Baltic,BCS3,2025-04-29 21:50:00,21:57,2025-04-29 21:57:00,7,2,20.1,126,5,24
Barcelona,BCN,Vueling,A321,2025-04-29 21:55:00,22:24,2025-04-29 22:24:00,29,2,20.1,13,96,4
Copenhagen,CPH,Swiss,A320,2025-04-29 21:35:00,21:37,2025-04-29 21:37:00,2,2,20.1,45,88,3
Berlin,BER,Swiss,A320,2025-04-29 21:35:00,21:53,2025-04-29 21:53:00,18,2,20.1,18,88,3
Berlin,BER,easyJet,A320,2025-04-29 21:30:00,21:47,2025-04-29 21:47:00,17,2,20.1,18,98,3
Malaga,AGP,Swiss,A20N,2025-04-29 21:30:00,21:55,2025-04-29 21:55:00,25,2,20.1,98,88,0
Bucharest,OTP,Air Baltic,BCS3,2025-04-29 21:45:00,22:15,2025-04-29 22:15:00,30,2,20.1,33,5,24
Porto,OPO,easyJet,A20N,2025-04-29 21:25:00,21:59,2025-04-29 21:59:00,34,2,20.1,132,98,0
Milan,MXP,Ethiopian Airlines,A359,2025-04-29 21:00:00,21:08,2025-04-29 21:08:00,8,2,20.1,108,40,8
Munich,MUC,Helvetic Airways,E290,2025-04-29 21:05:00,21:11,2025-04-29 21:11:00,6,2,20.1,111,57,43
Geneva,GVA,Swiss,A321,2025-04-29 21:05:00,21:29,2025-04-29 21:29:00,24,2,20.1,65,88,4
Tel Aviv,TLV,El Al,B738,2025-04-29 21:15:00,21:45,2025-04-29 21:45:00,30,2,20.1,165,36,14
Oslo,OSL,Helvetic Airways,E190,2025-04-29 21:30:00,21:49,2025-04-29 21:49:00,19,2,20.1,122,57,41
Stockholm,ARN,Swiss,A20N,2025-04-29 21:25:00,21:43,2025-04-29 21:43:00,18,2,20.1,157,88,0
Florence,FLR,Helvetic Airways,E295,2025-04-29 21:25:00,21:39,2025-04-29 21:39:00,14,2,20.1,60,57,44
Lisbon,LIS,Swiss,A321,2025-04-29 21:25:00,21:51,2025-04-29 21:51:00,26,2,20.1,90,88,4
Athens,ATH,Swiss,A20N,2025-04-29 21:20:00,21:27,2025-04-29 21:27:00,7,2,20.1,8,88,0
Milan,MXP,Helvetic Airways,E195,2025-04-29 22:40:00,22:55,2025-04-29 22:55:00,15,2,17.8,108,57,42
Valencia,VLC,Swiss,A21N,2025-04-29 22:00:00,22:21,2025-04-29 22:21:00,21,2,17.8,173,88,1
Prague,PRG,Swiss,BCS1,2025-04-29 22:05:00,22:22,2025-04-29 22:22:00,17,2,17.8,133,88,23
Dubai,DXB,Emirates,B77W,2025-04-29 22:15:00,22:25,2025-04-29 22:25:00,10,2,17.8,52,38,20
Abu Dhabi,AUH,Etihad Airways,B789,2025-04-29 22:35:00,23:01,2025-04-29 23:01:00,26,2,17.8,0,41,22
Johannesburg,JNB,Swiss,A343,2025-04-29 22:40:00,23:04,2025-04-29 23:04:00,24,2,17.8,78,88,7
Sao Paulo,GRU,Swiss,B77W,2025-04-29 22:40:00,23:13,2025-04-29 23:13:00,33,2,17.8,147,88,20
Hong Kong,HKG,Swiss,B77W,2025-04-29 22:40:00,22:57,2025-04-29 22:57:00,17,2,17.8,73,88,20
Singapore,SIN,Swiss,B77W,2025-04-29 22:40:00,22:59,2025-04-29 22:59:00,19,2,17.8,153,88,20
Tbilisi,TBS,Edelweiss Air,A320,2025-04-29 22:45:00,23:03,2025-04-29 23:03:00,18,2,17.8,164,34,3
Pristina,PRN,Chair Airlines,A319,2025-04-30 05:45:00,06:00,2025-04-30 06:00:00,15,5,7.9,134,26,2
Heraklion,HER,Edelweiss Air,A359,2025-04-30 05:45:00,06:02,2025-04-30 06:02:00,17,5,7.9,72,34,8
Frankfurt,FRA,Helvetic Airways,E295,2025-04-30 06:55:00,07:07,2025-04-30 07:07:00,12,1,6.3,61,57,44
Larnaca,LCA,Edelweiss Air,A320,2025-04-30 06:00:00,06:22,2025-04-30 06:22:00,22,1,6.3,88,34,3
Seville,SVQ,Edelweiss Air,A320,2025-04-30 06:05:00,06:16,2025-04-30 06:16:00,11,1,6.3,150,34,3
Pristina,PRN,Edelweiss Air,A320,2025-04-30 06:10:00,06:24,2025-04-30 06:24:00,14,1,6.3,134,34,3
Porto,OPO,Swiss,A321,2025-04-30 06:20:00,06:50,2025-04-30 06:50:00,30,1,6.3,132,88,4
Lisbon,LIS,TAP Air Portugal,A20N,2025-04-30 06:20:00,07:00,2025-04-30 07:00:00,40,1,6.3,90,90,0
Madrid,MAD,Helvetic Airways,E190,2025-04-30 06:55:00,07:23,2025-04-30 07:23:00,28,1,6.3,97,57,41
Hurghada,HRG,Chair Airlines,A320,2025-04-30 06:30:00,06:38,2025-04-30 06:38:00,8,1,6.3,74,26,3
Funchal,FNC,Edelweiss Air,A320,2025-04-30 06:30:00,06:47,2025-04-30 06:47:00,17,1,6.3,63,34,3
Edinburgh,EDI,Edelweiss Air,A320,2025-04-30 06:30:00,06:52,2025-04-30 06:52:00,22,1,6.3,56,34,3
Larnaca,LCA,Enter Air,B738,2025-04-30 06:30:00,06:42,2025-04-30 06:42:00,12,1,6.3,88,39,14
Toulon,TLN,NetJets Europe,C68A,2025-04-30 06:40:00,07:06,2025-04-30 07:06:00,26,1,6.3,171,73,32
Malta,MLA,Helvetic Airways,E290,2025-04-30 06:45:00,06:56,2025-04-30 06:56:00,11,1,6.3,100,57,43
Palma de Mallorca,PMI,Swiss,BCS3,2025-04-30 06:45:00,08:12,2025-04-30 08:12:00,87,1,6.3,125,88,24
Hurghada,HRG,Edelweiss Air,A320,2025-04-30 06:45:00,07:04,2025-04-30 07:04:00,19,1,6.3,74,34,3
Sofia,SOF,Helvetic Airways,E290,2025-04-30 06:50:00,07:10,2025-04-30 07:10:00,20,1,6.3,155,57,43
Sarajevo,SJJ,Helvetic Airways,E295,2025-04-30 06:50:00,07:11,2025-04-30 07:11:00,21,1,6.3,148,57,44
Belgrade,BEG,Air Baltic,BCS3,2025-04-30 06:55:00,07:13,2025-04-30 07:13:00,18,1,6.3,16,5,24
Krakow,KRK,Helvetic Airways,E295,2025-04-30 06:55:00,07:18,2025-04-30 07:18:00,23,1,6.3,84,57,44
Tenerife,TFS,Edelweiss Air,A320,2025-04-30 06:20:00,06:54,2025-04-30 06:54:00,34,1,6.3,166,34,3
Munich,MUC,Swiss,BCS3,2025-04-30 07:15:00,07:36,2025-04-30 07:36:00,21,1,7.7,111,88,24
London,LHR,Swiss,A21N,2025-04-30 07:05:00,07:42,2025-04-30 07:42:00,37,1,7.7,92,88,1
Manchester,MAN,Helvetic Airways,E190,2025-04-30 07:05:00,07:51,2025-04-30 07:51:00,46,1,7.7,101,57,41
Birmingham,BHX,Helvetic Airways,E190,2025-04-30 07:05:00,07:59,2025-04-30 07:59:00,54,1,7.7,21,57,41
Hannover,HAJ,Edelweiss Air,A320,2025-04-30 07:05:00,07:16,2025-04-30 07:16:00,11,1,7.7,70,34,3
Copenhagen,CPH,Air Baltic,BCS3,2025-04-30 07:10:00,07:25,2025-04-30 07:25:00,15,1,7.7,45,5,24
Naples,NAP,Helvetic Airways,E195,2025-04-30 07:10:00,07:31,2025-04-30 07:31:00,21,1,7.7,113,57,42
Barcelona,BCN,Swiss,A20N,2025-04-30 07:10:00,07:46,2025-04-30 07:46:00,36,1,7.7,13,88,0
Budapest,BUD,Air Baltic,BCS3,2025-04-30 07:10:00,07:33,2025-04-30 07:33:00,23,1,7.7,34,5,24
London,LHR,British Airways,A20N,2025-04-30 07:15:00,07:21,2025-04-30 07:21:00,6,1,7.7,92,22,0
Amsterdam,AMS,KLM,B738,2025-04-30 07:00:00,07:19,2025-04-30 07:19:00,19,1,7.7,5,65,14
Hamburg,HAM,Swiss,A20N,2025-04-30 07:15:00,07:35,2025-04-30 07:35:00,20,1,7.7,69,88,0
Amsterdam,AMS,Swiss,A21N,2025-04-30 07:20:00,07:56,2025-04-30 07:56:00,36,1,7.7,5,88,1
Berlin,BER,Swiss,A320,2025-04-30 07:20:00,07:38,2025-04-30 07:38:00,18,1,7.7,18,88,3
Vienna,VIE,Swiss,A320,2025-04-30 07:20:00,07:40,2025-04-30 07:40:00,20,1,7.7,175,88,3
Rome,FCO,Swiss,BCS3,2025-04-30 07:20:00,07:53,2025-04-30 07:53:00,33,1,7.7,142,88,24
Paris,CDG,Swiss,A321,2025-04-30 07:25:00,08:09,2025-04-30 08:09:00,44,1,7.7,126,88,4
Brussels,BRU,Swiss,A321,2025-04-30 07:25:00,07:43,2025-04-30 07:43:00,18,1,7.7,32,88,4
Geneva,GVA,Swiss,A320,2025-04-30 07:25:00,07:58,2025-04-30 07:58:00,33,1,7.7,65,88,3
Madrid,MAD,Iberia,A320,2025-04-30 07:30:00,07:45,2025-04-30 07:45:00,15,1,7.7,97,59,3
Nice,NCE,Helvetic Airways,E290,2025-04-30 07:30:00,07:49,2025-04-30 07:49:00,19,1,7.7,116,57,43
Marrakesh,RAK,Edelweiss Air,A320,2025-04-30 07:35:00,07:54,2025-04-30 07:54:00,19,1,7.7,103,34,3
Dusseldorf,DUS,Swiss,BCS3,2025-04-30 07:30:00,08:03,2025-04-30 08:03:00,33,1,7.7,55,88,24
Bordeaux,BOD,Helvetic Airways,E195,2025-04-30 07:00:00,07:30,2025-04-30 07:30:00,30,1,7.7,26,57,42
Istanbul,IST,Turkish Airlines,A321,2025-04-30 07:40:00,08:11,2025-04-30 08:11:00,31,1,7.7,76,93,4
Palermo,PMO,Air Baltic,BCS3,2025-04-30 07:00:00,07:27,2025-04-30 07:27:00,27,1,7.7,124,5,24
Cologne,CGN,NetJets Europe,C68A,2025-04-30 07:30:00,07:48,2025-04-30 07:48:00,18,1,7.7,43,73,32
Prague,PRG,Swiss,BCS3,2025-04-30 07:50:00,08:06,2025-04-30 08:06:00,16,1,7.7,133,88,24
Dresden,DRS,Helvetic Airways,E290,2025-04-30 08:00:00,08:14,2025-04-30 08:14:00,14,1,10.9,51,57,43
Ljubljana,LJU,Helvetic Airways,E190,2025-04-30 08:55:00,09:04,2025-04-30 09:04:00,9,1,10.9,91,57,41
Vienna,VIE,Austrian Airlines,A320,2025-04-30 08:50:00,09:13,2025-04-30 09:13:00,23,1,10.9,175,19,3
Venice,VCE,Swiss,A20N,2025-04-30 08:45:00,08:54,2025-04-30 08:54:00,9,1,10.9,174,88,0
Bologna,BLQ,Helvetic Airways,E195,2025-04-30 08:45:00,09:00,2025-04-30 09:00:00,15,1,10.9,24,57,42
Dusseldorf,DUS,Eurowings,A319,2025-04-30 08:45:00,08:52,2025-04-30 08:52:00,7,1,10.9,55,45,2
Luxembourg,LUX,Helvetic Airways,E295,2025-04-30 08:40:00,08:50,2025-04-30 08:50:00,10,1,10.9,95,57,44
